original_firstname	original_lastname	first_name	family_name	source	initials	wos_form
SHUYANA	HEREDIA	SHUYANA	HEREDIA	ISGC	S	HEREDIA S
PASI	TOLVANEN	PASI	TOLVANEN	ISGC	P	TOLVANEN P
SEBASTIEN	LEVENEUR	SEBASTIEN	LEVENEUR	ISGC	S	LEVENEUR S
JUN LIU	ZHENG	JUN LIU	ZHENG	ISGC	JL	ZHENG JL
TINA	SAMSON	TINA	SAMSON	ISGC	T	SAMSON T
MARTA	GONZALES MUÑOZ	MARTA	GONZALES MUNOZ	ISGC	M	GONZALES MUNOZ M
JYRI-PEKKA	MIKKOLA	JYRI PEKKA	MIKKOLA	ISGC	J	MIKKOLA J
JOHN	SORENSEN	JOHN	SORENSEN	ISGC	J	SORENSEN J
DAVID	LEVIN	DAVID	LEVIN	ISGC	D	LEVIN D
MADJID	BIROUK	MADJID	BIROUK	ISGC	M	BIROUK M
GEUN-HO	HAN	GEUN HO	HAN	ISGC	G	HAN G
KWAN-YOUNG	LEE	KWAN YOUNG	LEE	ISGC	K	LEE K
DAVID	KUBIČKA	DAVID	KUBICKA	ISGC	D	KUBICKA D
SARA	ANDREOLI	SARA	ANDREOLI	ISGC	S	ANDREOLI S
GIUSEPPE	FORNASARI	GIUSEPPE	FORNASARI	ISGC	G	FORNASARI G
INAKI	GANDARIAS	INAKI	GANDARIAS	ISGC	I	GANDARIAS I
OREGUI-BENGOECHEA	MIKEL	OREGUI BENGOECHEA	MIKEL	ISGC	O	MIKEL O
MIKEL	OREGUI BENGOECHEA	MIKEL	OREGUI BENGOECHEA	ISGC	M	OREGUI BENGOECHEA M
IÑAKI	GANDARIAS	INAKI	GANDARIAS	ISGC	I	GANDARIAS I
PEDRO L	ARIAS	PEDRO LUIS	ARIAS	ISGC	PL	ARIAS PL
TANJA	BARTH	TANJA	BARTH	ISGC	T	BARTH T
XIE	SHUNJI	XIE	SHUNJI	ISGC	X	SHUNJI X
PAN	WANG	PAN	WANG	ISGC	P	WANG P
FLORENT	BOISSOU	FLORENT	BOISSOU	ISGC	F	BOISSOU F
CHRISTOPHE	COUTANCEAU	CHRISTOPHE	COUTANCEAU	ISGC	C	COUTANCEAU C
STEVE	BARANTON	STEVE	BARANTON	ISGC	S	BARANTON S
UTE	HENNIGES	UTE	HENNIGES	ISGC	U	HENNIGES U
CHRISTIANE	GOLLNER	CHRISTIANE	GOLLNER	ISGC	C	GOLLNER C
THOMAS	ROSENAU	THOMAS	ROSENAU	ISGC	T	ROSENAU T
LAETITIA	VLAMINCK	LAETITIA	VLAMINCK	ISGC	L	VLAMINCK L
KEVIN	DE BRUYCKER	KEVIN	DE BRUYCKER	ISGC	K	DE BRUYCKER K
OGUZ	TÜRÜNÇ	OGUZ	TURUNC	ISGC	O	TURUNC O
FILIP	DU PREZ	FILIP	DU PREZ	ISGC	F	DU PREZ F
JULIEN	GICQUIAUD	JULIEN	GICQUIAUD	ISGC	J	GICQUIAUD J
PATRICK	TOULLEC	PATRICK	TOULLEC	ISGC	P	TOULLEC P
PHILIPPE	LOUBET	PHILIPPE	LOUBET	ISGC	P	LOUBET P
THOMAS	MELINE	THOMAS	MELINE	ISGC	T	MELINE T
MURIELLE	MUZARD	MURIELLE	MUZARD	ISGC	M	MUZARD M
MAGALI	DELEU	MAGALI	DELEU	ISGC	M	DELEU M
HARIVONY	RAKOTOARIVONINA	HARIVONY	RAKOTOARIVONINA	ISGC	H	RAKOTOARIVONINA H
RICHARD	PLANTIER ROYON	RICHARD	PLANTIER ROYON	ISGC	R	PLANTIER ROYON R
CAROLINE	REMOND	CAROLINE	REMOND	ISGC	C	REMOND C
SHENGDONG	WANG	SHENGDONG	WANG	ISGC	S	WANG S
CEDRIC	FISCHMEISTER	CEDRIC	FISCHMEISTER	ISGC	C	FISCHMEISTER C
CHRISTIAN	BRUNEAU	CHRISTIAN	BRUNEAU	ISGC	C	BRUNEAU C
SUSANA	RODRIGUEZ COUTO	SUSANA	RODRIGUEZ COUTO	ISGC	S	RODRIGUEZ COUTO S
THIERRY	TRON	THIERRY	TRON	ISGC	T	TRON T
ROBERTO	NISTICO'	ROBERTO	NISTICO	ISGC	R	NISTICO' R
MARIA	MARTIN	MARIA	MARTIN	ISGC	M	MARTIN M
ALESSANDRA	BIANCO PREVOT	ALESSANDRA	BIANCO PREVOT	ISGC	A	BIANCO PREVOT A
LUCIANO	CARLOS	LUCIANO	CARLOS	ISGC	L	CARLOS L
ELENA	ZANZO	ELENA	ZANZO	ISGC	E	ZANZO E
LUISELLA	CELI	LUISELLA	CELI	ISGC	L	CELI L
EWELINA	KUNA	EWELINA	KUNA	ISGC	E	KUNA E
JOSÉ IGNACIO	GARCÍA	JOSE IGNACIO	GARCIA LAUREIRO	ISGC	JI	GARCIA JI
ASIER	URRIOLABEITIA	ASIER	URRIOLABEITIA	ISGC	A	URRIOLABEITIA A
BRIEUC	LECART	BRIEUC	LECART	ISGC	B	LECART B
HERVÉ	VANDERSCHUREN	HERVE	VANDERSCHUREN	ISGC	H	VANDERSCHUREN H
AURORE	RICHEL	AURORE	RICHEL	ISGC	A	RICHEL A
MOHAMMAD HOSSEIN	RASOULIFARD	MOHAMMAD HOSSEIN	RASOULIFARD	ISGC	MH	RASOULIFARD MH
LEILA	GHALAMCHI	LEILA	GHALAMCHI	ISGC	L	GHALAMCHI L
POONAM	CHOUDHARY	POONAM	CHOUDHARY	ISGC	P	CHOUDHARY P
ANUSHREE	MALIK	ANUSHREE	MALIK	ISGC	A	MALIK A
KAMAL K	PANT	KAMAL KISHORE	PANT	ISGC	KK	PANT KK
S	REBOUILLAT	SERGE	REBOUILLAT	ISGC	S	REBOUILLAT S
T	SCHAUB	T	SCHAUB	ISGC	T	SCHAUB T
T	WELTON	TOM	WELTON	ISGC	T	WELTON T
D	DE VOS	DIRK	DE VOS	ISGC	D	DE VOS D
C	HARDACRE	C	HARDACRE	ISGC	C	HARDACRE C
K	WILSON	KAREN	WILSON	ISGC	K	WILSON K
DARIUSZ	SWIERCZYNSKI	DARIUSZ	SWIERCZYNSKI	ISGC	D	SWIERCZYNSKI D
CORINE	GÉRARDIN	CORINE	GERARDIN	ISGC	C	GERARDIN C
NATHALIE	TANCHOUX	NATHALIE	TANCHOUX	ISGC	N	TANCHOUX N
JONATHAN FABIAN	SIERRA CANTOR	JONATHAN FABIAN	SIERRA CANTOR	ISGC	JF	SIERRA CANTOR JF
CARLOS-ALBERTO	GUERRERO-FAJARDO	CARLOS ALBERTO	GUERRERO FAJARDO	ISGC	C	GUERRERO-FAJARDO C
XAVIER	MARAT	XAVIER	MARAT	ISGC	X	MARAT X
SAWANEE	WIKEE	SAOWANEE	WIKEE	ISGC	S	WIKEE S
FRANÇOIS	PIUMI	FRANCOIS	PIUMI	ISGC	F	PIUMI F
DANIEL	CULLEN	DANIEL	CULLEN	ISGC	D	CULLEN D
ERIC	RECORD	ERIC	RECORD	ISGC	E	RECORD E
CRAIG B	FAULDS	CRAIG B	FAULDS	ISGC	CB	FAULDS CB
MARIANNE	DAOU	MARIANNE	DAOU	ISGC	M	DAOU M
ILA	PATEL	ILA	PATEL	ISGC	I	PATEL I
ANNE	LOMASCOLO	ANNE	LOMASCOLO	ISGC	A	LOMASCOLO A
FRÉDÉRIC	LEGER	FREDERIC	LEGER	ISGC	F	LEGER F
LAURENT	CÉZARD	LAURENT	CEZARD	ISGC	L	CEZARD L
SAMIR	MOUSSOUS	SAMIR	MOUSSOUS	ISGC	S	MOUSSOUS S
ROMAIN	BEAUCHET	ROMAIN	BEAUCHET	ISGC	R	BEAUCHET R
CHARLES	KAPPENSTEIN	CHARLES	KAPPENSTEIN	ISGC	C	KAPPENSTEIN C
RACHID	BRAHMI	RACHID	BRAHMI	ISGC	R	BRAHMI R
YANN	BATONNEAU	YANN	BATONNEAU	ISGC	Y	BATONNEAU Y
PIERRE	CHABERNAUD	PIERRE	CHABERNAUD	ISGC	P	CHABERNAUD P
ZAKI	EL SAYAH	ZAKI	EL SAYAH	ISGC	Z	EL SAYAH Z
CORENTIN	MALEIX	CORENTIN	MALEIX	ISGC	C	MALEIX C
XAVIER	SECORDEL	XAVIER	SECORDEL	ISGC	X	SECORDEL X
LUIGI	VACCARO	LUIGI	VACCARO	ISGC	L	VACCARO L
IMANE	SEMHAOUI	IMANE	SEMHAOUI	ISGC	I	SEMHAOUI I
CARLO	SANTULLI	CARLO	SANTULLI	ISGC	C	SANTULLI C
TERESA	CECCHI	TERESA	CECCHI	ISGC	T	CECCHI T
MARTINA	CECCHI	MARTINA	CECCHI	ISGC	M	CECCHI M
JOSE A	LOPEZ-SANCHEZ	JOSE ANTONIO	LOPEZ SANCHEZ	ISGC	JA	LOPEZ-SANCHEZ JA
NOR AZAM	ENDOT	NOR AZAM	ENDOT	ISGC	"NA"	ENDOT NA
NICHOLAS	GREEVES	NICHOLAS	GREEVES	ISGC	N	GREEVES N
DAVID	GUIEYSSE	DAVID	GUIEYSSE	ISGC	D	GUIEYSSE D
SHU	KOBAYASHI	SHU	KOBAYASHI	ISGC	S	KOBAYASHI S
ARTUR M S	SILVA	ARTUR M S	SILVA	ISGC	AMS	SILVA AMS
ANA	FERNANDES	ANA M	FERNANDES	ISGC	A	FERNANDES A
DAVID	KUBICKA	DAVID	KUBICKA	ISGC	D	KUBICKA D
HAKIMA	EL KNIDRI	HAKIMA	EL KNIDRI	ISGC	H	EL KNIDRI H
REDOUANE	EL KHALFAOUY	REDOUANE	EL KHALFAOUY	ISGC	R	EL KHALFAOUY R
RAJAE	BELAABED	RAJA	BELAABED	ISGC	R	BELAABED R
ALI	LAAJEB	ALI	LAAJEB	ISGC	A	LAAJEB A
AHMED	LAHSINI	AHMED	LAHSINI	ISGC	A	LAHSINI A
ABDELLAH	ADDAOU	ABDELLAH	ADDAOU	ISGC	A	ADDAOU A
ALI	BASHAL	ALI	BASHAL	ISGC	A	BASHAL A
NICK	GREEVES	NICK	GREEVES	ISGC	N	GREEVES N
JOSE	LOPEZ-SANCHEZ	JOSE ANTONIO	LOPEZ SANCHEZ	ISGC	J	LOPEZ-SANCHEZ J
MOHAMED KHEIREDDINE	AROUA	MOHAMED KHEIREDDINE	AROUA	ISGC	MK	AROUA MK
WAN MOHD ASHRI WAN	DAUD	WAN MOHD ASHRI WAN	DAUD	ISGC	WMAW	DAUD WMAW
PEI-SAN	KONG	PEI SAN	KONG	ISGC	P	KONG P
PATRICK	COGNET	PATRICK	COGNET	ISGC	P	COGNET P
YOLANDE	PERES	YOLANDE	PERES LUCCHESE	ISGC	Y	PERES Y
SHAHLA	SHAHRIARI	SHAHLA	SHAHRIARI	ISGC	S	SHAHRIARI S
JESUS	LEMUS	JESUS	LEMUS	ISGC	J	LEMUS J
CATHERINE	BATIOT-DUPEYRAT	CATHERINE	BATIOT DUPEYRAT	ISGC	C	BATIOT-DUPEYRAT C
J F	GELVES	JOHN FREDDY	GELVES DIAZ	ISGC	JF	GELVES JF
GERMÁN	SIERRA GALLEGO	GERMAN	SIERRA GALLEGO	ISGC	G	SIERRA GALLEGO G
DOMINIQUE	BENAZET	DOMINIQUE	BENAZET	ISGC	D	BENAZET D
PETER	SCHREINER	PETER	SCHREINER	ISGC	P	SCHREINER P
SYLVAIL	CAILLOL	SYLVAIN	CAILLOL	ISGC	S	CAILLOL S
MARINE	BLAIN	MARINE	BLAIN	ISGC	M	BLAIN M
BRUNO	ANDRIOLETTI	BRUNO	ANDRIOLETTI	ISGC	B	ANDRIOLETTI B
LUDIVINE	JEAN-GÉRARD	LUDIVINE	JEAN GERARD	ISGC	L	JEAN-GERARD L
RÉMY	AUVERGNE	REMI	AUVERGNE	ISGC	R	AUVERGNE R
GISELY	VIEIRA	GISELY	VIEIRA	ISGC	G	VIEIRA G
MARIANE	VERGILIO	MARIANE	VERGILIO	ISGC	M	VERGILIO M
PEDRO	ROCHA FILHO	PEDRO	ROCHA FILHO	ISGC	P	ROCHA FILHO P
KAZUHIKO	ISHIKAWA	KAZUHIKO	ISHIKAWA	ISGC	K	ISHIKAWA K
JULIA	SCHÜCKEL	JULIA	SCHUCKEL	ISGC	J	SCHUCKEL J
ANTONIO	ARQUES	ANTONIO	ARQUES	ISGC	A	ARQUES A
LUISA	MARTINS	LUISA M D R S	MARTINS	ISGC	L	MARTINS L
ARMANDO	POMBEIRO	ARMANDO J L	POMBEIRO	ISGC	A	POMBEIRO A
LIQAA	MAJDAL	LIQAA	MAJDAL	ISGC	L	MAJDAL L
JOSE ANTONIO	LOPEZ-SANCHEZ	JOSE ANTONIO	LOPEZ SANCHEZ	ISGC	JA	LOPEZ-SANCHEZ JA
ADOLFO	HENRÍQUEZ	ADOLFO	HENRIQUEZ	ISGC	A	HENRIQUEZ A
DAVID	CONTRERAS	DAVID	CONTRERAS	ISGC	D	CONTRERAS D
HÉCTOR	MANSILLA	HECTOR	MANSILLA	ISGC	H	MANSILLA H
AZAEL	MARTÍNEZ-DE LA CRUZ	AZAEL	MARTINEZ DE LA CRUZ	ISGC	A	MARTINEZ-DE LA CRUZ A
ANNE	MANDEAU	ANNE	MANDEAU	ISGC	A	MANDEAU A
VALERIE	TEYSSEYRE	VALERIE	TEYSSEYRE	ISGC	V	TEYSSEYRE V
LAURENT	SUBRA	LAURENT	SUBRA	ISGC	L	SUBRA L
VINCENT	DOUAY	VINCENT	DOUAY	ISGC	V	DOUAY V
MARIE	MORARD	MARIE	MORARD	ISGC	M	MORARD M
DAVID	LAMOLINAIRIE	DAVID	LAMOLINAIRIE	ISGC	D	LAMOLINAIRIE D
JEAN-MARIE	AUTRET	JEAN MARIE	AUTRET	ISGC	J	AUTRET J
BERNARD	FABRE	BERNARD	FABRE	ISGC	B	FABRE B
RADIA	LEMOUCHI	RADIA	LEMOUCHI	ISGC	R	LEMOUCHI R
JAMIE	WALTERS	JAMIE	WALTERS	ISGC	J	WALTERS J
HAIWEI	GUO	HAIWEI	GUO	ISGC	H	GUO H
NICHOLAS	WESTWOOD	NICHOLAS	WESTWOOD	ISGC	N	WESTWOOD N
VOAHANGY	VESTALYS RAMANANDRAIBE	VOAHANGY	VESTALYS RAMANANDRAIBE	ISGC	V	VESTALYS RAMANANDRAIBE V
ANDRIANARIVO IRENE	RAHOBINIRINA	ANDRIANARIVO IRENE	RAHOBINIRINA	ISGC	AI	RAHOBINIRINA AI
MICHAELE	RANARIJAONA	MIARINTSOA MICHAELE	RANARIJAONA	ISGC	M	RANARIJAONA M
ELISABETE	ALEGRIA	ELISABETE C B A	ALEGRIA	ISGC	E	ALEGRIA E
ANA P C	RIBEIRO	ANA P C	RIBEIRO	ISGC	APC	RIBEIRO APC
EMMANUELE	FONTOLAN	EMMANUELE	FONTOLAN	ISGC	E	FONTOLAN E
ROBERTA	BERTANI	ROBERTA	BERTANI	ISGC	R	BERTANI R
MOHAMED	SOLIMAN	MOHAMED	SOLIMAN	ISGC	M	SOLIMAN M
MARTA	SARAIVA	MARTA	SARAIVA	ISGC	M	SARAIVA M
ANA	CLAUDIO	ANA FILIPA M	CLAUDIO	ISGC	A	CLAUDIO A
SELESA	SHABUDIN	SELESA	SHABUDIN	ISGC	S	SHABUDIN S
MONICA	VALEGA	MONICA	VALEGA	ISGC	M	VALEGA M
FERNANDO	DOMINGUES	FERNANDO M J	DOMINGUES	ISGC	F	DOMINGUES F
MARA	FREIRE	MARA G	FREIRE	ISGC	M	FREIRE M
ADRIEN	MONTAGUT-ROMANS	ADRIEN	MONTAGUT ROMANS	ISGC	A	MONTAGUT-ROMANS A
MARIE-AUDE	HIEBEL	MARIE AUDE	HIEBEL	ISGC	M	HIEBEL M
PIERRE	LAFITE	PIERRE	LAFITE	ISGC	P	LAFITE P
HICHEM	HENCHIRI	HICHEM	HENCHIRI	ISGC	H	HENCHIRI H
FLORENT	YVERGNAUX	FLORENT	YVERGNAUX	ISGC	F	YVERGNAUX F
PATRICE	ANDRE	PATRICE	ANDRE	ISGC	P	ANDRE P
CLAIRE	ELFAKIR	CLAIRE	ELFAKIR	ISGC	C	ELFAKIR C
EMILIE	DESTANDAU	EMILIE	DESTANDAU	ISGC	E	DESTANDAU E
BLERINA	GJOKA	BLERINA	GJOKA	ISGC	B	GJOKA B
RICHARD	HEYN	RICHARD	HEYN	ISGC	R	HEYN R
STEPHANE	SOUM	STEPHANE	SOUM	ISGC	S	SOUM S
STEFANO	LANGE	STEFANO	LANGE	ISGC	S	LANGE S
MARC-OLIVIER	SIMON	MARC OLIVIER	SIMON	ISGC	M	SIMON M
KILIAN	KOBL	KILIAN	KOBL	ISGC	K	KOBL K
ROGER-MARC	NICOUD	ROGER MARC	NICOUD	ISGC	R	NICOUD R
MARIA	FUENTES CAMPOS	MARIA	FUENTES CAMPOS	ISGC	M	FUENTES CAMPOS M
IL-SHIK	MOON	IL SHIK	MOON	ISGC	I	MOON I
GOVINDAN	MUTHURAMAN	GOVINDAN	MUTHURAMAN	ISGC	G	MUTHURAMAN G
BALAJI	SUBRAMANIAM	BALAJI	SUBRAMANIAM	ISGC	B	SUBRAMANIAM B
AKIYOSHI	OKAFUJI	AKIYOSHI	OKAFUJI	ISGC	A	OKAFUJI A
HIROYUKI	OHNO	HIROYUKI	OHNO	ISGC	H	OHNO H
MAXIM	KUZNETSOV	MAXIM	KUZNETSOV	ISGC	M	KUZNETSOV M
JIAWEI	WANG	JIAWEI	WANG	ISGC	J	WANG J
SÓNIA	CARABINEIRO	SONIA	CARABINEIRO	ISGC	S	CARABINEIRO S
EMILIE	SINGER	EMILIE	SINGER	ISGC	E	SINGER E
JULIANA	VELASQUEZ OCHOA	JULIANA	VELASQUEZ OCHOA	ISGC	J	VELASQUEZ OCHOA J
CRISTIANA	CESARI	CRISTIANA	CESARI	ISGC	C	CESARI C
RITA	MAZZONI	RITA	MAZZONI	ISGC	R	MAZZONI R
CARLO	LUCARELLI	CARLO	LUCARELLI	ISGC	C	LUCARELLI C
VALERIO	ZANOTTI	VALERIO	ZANOTTI	ISGC	V	ZANOTTI V
PIERRE	WARNAULT	PIERRE	WARNAULT	ISGC	P	WARNAULT P
ALI	NEMATI KHARAT	ALI	NEMATI KHARAT	ISGC	A	NEMATI KHARAT A
ISABELLE	JACQUES	ISABELLE	JACQUES	ISGC	I	JACQUES I
MIREILLE	MOUTIEZ	MIREILLE	MOUTIEZ	ISGC	M	MOUTIEZ M
PASCAL	BELIN	PASCAL	BELIN	ISGC	P	BELIN P
JERZY	WITWINOWSKI	JERZY	WITWINOWSKI	ISGC	J	WITWINOWSKI J
JÉRÔME	SEGUIN	JEROME	SEGUIN	ISGC	J	SEGUIN J
EMMANUEL	FAVRY	EMMANUEL	FAVRY	ISGC	E	FAVRY E
ROBERT	THAI	ROBERT	THAI	ISGC	R	THAI R
JEAN-LUC	PERNODET	JEAN LUC	PERNODET	ISGC	J	PERNODET J
MURIEL	GONDRY	MURIEL	GONDRY	ISGC	M	GONDRY M
KANNAN	KARUNAKARAN	KANNAN	KARUNAKARAN	ISGC	K	KARUNAKARAN K
NADIA	EL OUAHEDY	NADIA	EL OUAHEDY	ISGC	N	EL OUAHEDY N
LAURENCE	PIRAULT-ROY	LAURENCE	PIRAULT ROY	ISGC	L	PIRAULT-ROY L
IRANTZU	SADABA	SADABA ZUBIRI	IRANTZU	ISGC	I	SADABA I
ROBERTO	CALMANTI	ROBERTO	CALMANTI	ISGC	R	CALMANTI R
PIERRE	BADUIN	PIERRE	BAUDUIN	ISGC	P	BADUIN P
HERVE	DAVID	HERVE	DAVID	ISGC	H	DAVID H
SIMON	TROUILLE	SIMON	TROUILLE	ISGC	S	TROUILLE S
JINZHU	XU	JINZHU	XU	ISGC	J	XU J
MARION	GABANT	MARION	GABANT	ISGC	M	GABANT M
HELENE	MERCAT	HELENE	MERCAT	ISGC	H	MERCAT H
AUDREY	CARREAUD	AUDREY	CARREAUD	ISGC	A	CARREAUD A
PRISCILLA	RIVA	PRISCILLA	RIVA	ISGC	P	RIVA P
KARINE	PICOLET	KARINE	PICOLET	ISGC	K	PICOLET K
ANNABELLE	EUDELINE-LY	ANNABELLE	EUDELINE LY	ISGC	A	EUDELINE-LY A
JEROME	GOMAR	JEROME	GOMAR	ISGC	J	GOMAR J
GWENAELLE	JEGOU	GWENAELLE	JEGOU	ISGC	G	JEGOU G
DELPHINE	MOULIN	DELPHINE	MOULIN	ISGC	D	MOULIN D
ADAM GOPAL	RAMU	ADAM GOPAL	RAMU	ISGC	AG	RAMU AG
BENOIT	KARTHEUSER	BENOIT	KARTHEUSER	ISGC	B	KARTHEUSER B
FRANÇOIS	COLLIGNON	FRANCOIS	COLLIGNON	ISGC	F	COLLIGNON F
STEFAN	CHASSAING	STEFAN	CHASSAING	ISGC	S	CHASSAING S
TONY	GARNIER	TONY	GARNIER	ISGC	T	GARNIER T
MATHIEU	DANEL	MATHIEU	DANEL	ISGC	M	DANEL M
PATRICK	PALE	PATRICK	PALE	ISGC	P	PALE P
JENI	TOLAND	JENI	TOLAND	ISGC	J	TOLAND J
JOHN	HOLBREY	JOHN D	HOLBREY	ISGC	J	HOLBREY J
MARTIN	ATKINS	MARTIN	ATKINS	ISGC	M	ATKINS M
JORGE	PEREIRA	JORGE FERNANDO BRANDAO	PEREIRA	ISGC	J	PEREIRA J
FRANZISKA	AUER	FRANZISKA	AUER	ISGC	F	AUER F
EPPE	GAUTHIER	EPPE	GAUTHIER	ISGC	E	GAUTHIER E
MARCELLA	IANNUZZI	MARCELLA	IANNUZZI	ISGC	M	IANNUZZI M
CODY	GALE	CODY	GALE	ISGC	C	GALE C
BRANDON	CHIN	BRANDON	CHIN	ISGC	B	CHIN B
DANIEL	GRAIVER	DANIEL	GRAIVER	ISGC	D	GRAIVER D
JACQUES	L'HARIDON	JACQUES	LHARIDON	ISGC	J	L'HARIDON J
MICHEL	PHILIPPE	MICHEL	PHILIPPE	ISGC	M	PHILIPPE M
PATRICIA	MARTZ	PATRICIA	MARTZ	ISGC	P	MARTZ P
KATHARINA	HÄCKL	KATHARINA	HACKL	ISGC	K	HACKL K
OLNDA	GIMELLO	OLINDA	GIMELLO	ISGC	O	GIMELLO O
ATIF EMRE	DEMET	ATIF EMRE	DEMET	ISGC	AE	DEMET AE
ROSSELLA	ARLETTI	ROSSELLA	ARLETTI	ISGC	R	ARLETTI R
URSKA	MOHORIC	URSKA	MOHORIC	ISGC	U	MOHORIC U
ANDREA	BEUTNER	ANDREA	BEUTNER	ISGC	A	BEUTNER A
ANDREAS	MEYER	ANDREAS	MEYER	ISGC	A	MEYER A
FRANK-MICHAEL	MATYSIK	FRANK MICHAEL	MATYSIK	ISGC	F	MATYSIK F
BURKHARD	KÖNIG	BURKHARD	KONIG	ISGC	B	KONIG B
LAXMAN	SINGH	LAXMAN	SINGH	ISGC	L	SINGH L
IQRA ZUBAIR	AWAN	IQRA ZUBAIR	AWAN	ISGC	IZ	AWAN IZ
FRANCOISE	QUIGNARD	FRANCOISE	QUIGNARD	ISGC	F	QUIGNARD F
RACHEDI	YAHIA	RACHEDI	YAHIA	ISGC	R	YAHIA R
BEN MOHAMED	SOUMAYA	BEN MOHAMED	SOUMAYA	ISGC	BM	SOUMAYA BM
MAAMAR	HAMDI	MAAMAR	HAMDI	ISGC	M	HAMDI M
FRANÇOISE	DUMAS	FRANCOISE	DUMAS	ISGC	F	DUMAS F
SARA	BAPTISTA	SARA	BAPTISTA	ISGC	S	BAPTISTA S
LÍGIA O	MARTINS	LIGIA O	MARTINS	ISGC	LO	MARTINS LO
ELENA	TOMMASI	ELENA	TOMMASI	ISGC	E	TOMMASI E
GIORGIO	GRILLO	GIORGIO	GRILLO	ISGC	G	GRILLO G
GIANCARLO	CRAVOTTO	GIANCARLO	CRAVOTTO	ISGC	G	CRAVOTTO G
MASSIMO	TACCHINI	MASSIMO	TACCHINI	ISGC	M	TACCHINI M
MATILDE	MAZZOTTI	MATILDE	MAZZOTTI	ISGC	M	MAZZOTTI M
SILVIA	TABASSO	SILVIA	TABASSO	ISGC	S	TABASSO S
MATHIEU	LETI	MATHIEU	LETI	ISGC	M	LETI M
MARION	SERVANGE	MARION	SERVANGE	ISGC	M	SERVANGE M
JEROME	GUILBOT	JEROME	GUILBOT	ISGC	J	GUILBOT J
SÉBASTIEN	DUPRAT DE PAULE	SEBASTIEN	DUPRAT DE PAULE	ISGC	S	DUPRAT DE PAULE S
LAYLA	FILICIOTTO	LAYLA	FILICIOTTO	ISGC	L	FILICIOTTO L
ALI	NEMMATI KHARAT	ALI	NEMATI KHARAT	ISGC	A	NEMMATI KHARAT A
IRENE	TOSI	IRENE	TOSI	ISGC	I	TOSI I
ELISABETH	SJÖHOLM	ELISABETH	SJOHOLM	ISGC	E	SJOHOLM E
PER	TÖRNGREN	PER	TORNGREN	ISGC	P	TORNGREN P
JERK	RÖNNOLS	JERK	RONNOLS	ISGC	J	RONNOLS J
RALUCA	NASTASE	RALUCA	NASTASE	ISGC	R	NASTASE R
ISABELLE	CAPRON	ISABELLE	CAPRON	ISGC	I	CAPRON I
ELODIE	FOURRÉ	ELODIE	FOURRE	ISGC	E	FOURRE E
OXANA	TARAN	OXANA	TARAN	ISGC	O	TARAN O
NIKOLAY	GROMOV	NIKOLAY	GROMOV	ISGC	N	GROMOV N
PAVEL	KOLINKO	PAVEL	KOLINKO	ISGC	P	KOLINKO P
CYRIL	AYMONIER	CYRIL	AYMONIER	ISGC	C	AYMONIER C
SERENA	RIGHI	SERENA	RIGHI	ISGC	S	RIGHI S
LUCIANO	VOGLI	LUCIANO	VOGLI	ISGC	L	VOGLI L
SEONG SOO	HONG	SEONG SOO	HONG	ISGC	SS	HONG SS
MINH QUOC CUONG	LE	MINH QUOC CUONG	LE	ISGC	MQC	LE MQC
SUVI-KATRIINA	RUOKONEN	SUVI KATRIINA	RUOKONEN	ISGC	S	RUOKONEN S
SUSANNE	WIEDMER	SUSANNE	WIEDMER	ISGC	S	WIEDMER S
MARIA	SUNDVIK	MARIA	SUNDVIK	ISGC	M	SUNDVIK M
ALISTAIR	KING	ALISTAIR	KING	ISGC	A	KING A
PERTTI	PANULA	PERTTI	PANULA	ISGC	P	PANULA P
JALEL	LABIDI	JALEL	LABIDI	ISGC	J	LABIDI J
XABIER	ERDOCIA	XABIER	ERDOCIA	ISGC	X	ERDOCIA X
JAVIER	FERNÁNDEZ-RODRÍGUEZ	JAVIER	FERNANDEZ RODRIGUEZ	ISGC	J	FERNANDEZ-RODRIGUEZ J
MARIA	GONZALEZ ALRIOLS	MARIA	GONZALEZ ALRIOLS	ISGC	M	GONZALEZ ALRIOLS M
ANE	SEQUEIROS	ANE	SEQUEIROS	ISGC	A	SEQUEIROS A
NATALIA	POTRZEBOWSKA	NATALIA	POTRZEBOWSKA	ISGC	N	POTRZEBOWSKA N
JOANNA	WITOS	JOANNA	WITOS	ISGC	J	WITOS J
GIACOMO	RUSSO	GIACOMO	RUSSO	ISGC	G	RUSSO G
JUSSI	HELMINEN	JUSSI	HELMINEN	ISGC	J	HELMINEN J
ANTTI	RANTAMÄKI	ANTTI	RANTAMAKI	ISGC	A	RANTAMAKI A
ALEXANDRA	ROBCIUC	ALEXANDRA	ROBCIUC	ISGC	A	ROBCIUC A
CORINNA	SANWALD	CORINNA	SANWALD	ISGC	C	SANWALD C
SAMI	HIETALA	SAMI	HIETALA	ISGC	S	HIETALA S
MODIBO	MOUNGUENGUI-DIALLO	MODIBO	MOUNGUENGUI DIALLO	ISGC	M	MOUNGUENGUI-DIALLO M
ELIE	DERRIEN	ELIE	DERRIEN	ISGC	E	DERRIEN E
PHILIPPE	MARION	PHILIPPE	MARION	ISGC	P	MARION P
NOÉMIE	PERRET	NOEMIE	PERRET	ISGC	N	PERRET N
SIMON	FONTANAY	SIMON	FONTANAY	ISGC	S	FONTANAY S
